,Raw,req-label,req,chunk-count,chunks-in-req,keyword-count,keywords-in-req
100,"F: The audit report shall include the percentage of available recycled parts used in the estimate 
",F, The audit report shall include the percentage of available recycled parts used in the estimate ,3,"audit report, percentage, estimate",10,"part, audit, estimate, include, report, shall, available, use, recycled, percentage"
101,"F:The audit report shall include the total score of the audit which sums the indivual line items.
",F,The audit report shall include the total score of the audit which sums the indivual line items.,4,"audit report, score, audit, line",10,"sum, audit, score, include, indivual, report, shall, line, item, total"
102,"F:The audit report shall be displayed to the user.
",F,The audit report shall be displayed to the user.,2,"audit report, user",5,"audit, report, shall, user, display"
103,"F:The audit report shall be available to other adjusters at later points in time.
",F,The audit report shall be available to other adjusters at later points in time.,2,"audit report, in time",8,"late, audit, time, available, report, shall, point, adjuster"
104,"F:The user shall select to view the preferred repair facility ratings.
",F,The user shall select to view the preferred repair facility ratings.,2,"user, repair facility",8,"select, repair, rating, facility, preferred, view, shall, user"
105,"F:The current repair facility ratings shall be displayed to the user.
",F,The current repair facility ratings shall be displayed to the user.,2,"repair facility, user",7,"rating, repair, facility, current, shall, user, display"
106,"F:The system will display a blank set of ratings if there are not ratings yet defined.
",F,The system will display a blank set of ratings if there are not ratings yet defined.,2,"system, set",7,"set, rating, yet, system, blank, display, define"
107,"F:The user shall enter new ratings based on the audit report
",F,The user shall enter new ratings based on the audit report,2,"user, audit report",8,"new, rating, base, audit, enter, shall, report, user"
108,"F:The ratings shall be from a scale of 1-10
",F,The ratings shall be from a scale of 1-10,1,scale,4,"1-10, rating, scale, shall"
109,"F:The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts
",F,The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts,2,"use, use",9,"actual, rating, part, include, shall, attempted, use, category, recycled"
110,"F:The user shall select to save the preferred repair facility ratings.
",F,The user shall select to save the preferred repair facility ratings.,2,"user, repair facility",8,"select, repair, save, rating, facility, preferred, shall, user"
